Employee ID,Employee Type,Department,Workplace Factor,Stress Level,Burnout Frequency,Job Satisfaction,Access to EAPs,Mental Health Absences,Turnover Intention
HCP-00294,Pediatric Nurse,Pediatrics,Heavy Workload,9,Often,2,Yes,11,Yes
HCP-00295,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,2,Yes,10,Yes
HCP-00296,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,7,Yes
HCP-00297,Healthcare Administrator,Administration,Career Stagnation,6,Often,2,No,9,No
HCP-00298,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,3,Yes,5,No
HCP-00299,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,4,Yes,4,No
HCP-00300,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,1,Yes,8,Yes
HCP-00301,Registered Nurse,General Medicine,Poor Work Environment,8,Often,2,Yes,5,Yes
HCP-00302,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,6,No
HCP-00303,Physician (Specialist),Specialty Care,Heavy Workload,7,Occasionally,3,No,10,No
HCP-00304,Medical Assistant,Outpatient Services,Work-Life Imbalance,9,Occasionally,1,Yes,7,Yes
HCP-00305,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,No,12,Yes
HCP-00306,Laboratory Technician,Laboratory,Poor Work Environment,8,Never,3,Yes,8,Yes
HCP-00307,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,11,Yes
HCP-00308,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,No,11,Yes
HCP-00309,Healthcare Administrator,Administration,Job Insecurity,7,Often,2,Yes,9,Yes
HCP-00310,Critical Care Nurse,ICU,Safety Concerns,8,Never,4,No,11,No
HCP-00311,Physician (General),General Practice,Heavy Workload,9,Often,1,No,11,Yes
HCP-00312,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,2,Yes,8,Yes
HCP-00313,Registered Nurse,General Medicine,Career Stagnation,6,Never,2,No,10,No
HCP-00314,Laboratory Technician,Laboratory,Unclear Job Expectations,4,Never,5,No,6,No
HCP-00315,Healthcare Administrator,Administration,Poor Work Environment,8,Occasionally,2,Yes,8,Yes
HCP-00316,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,9,Yes
HCP-00317,Physician (General),General Practice,Heavy Workload,8,Never,4,Yes,6,No
HCP-00318,Registered Nurse,General Medicine,Unclear Job Expectations,4,Never,4,Yes,2,No
HCP-00319,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,11,No
HCP-00320,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,4,Yes,10,No
HCP-00321,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,2,Yes,5,No
HCP-00322,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,6,No
HCP-00323,Nursing Assistant,Assisted Living,Heavy Workload,9,Never,2,Yes,11,Yes
HCP-00324,Critical Care Nurse,ICU,Work-Life Imbalance,7,Often,3,Yes,8,Yes
HCP-00325,Laboratory Technician,Laboratory,Safety Concerns,7,Occasionally,2,Yes,8,Yes
HCP-00326,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,2,No,10,Yes
HCP-00327,Medical Assistant,Outpatient Services,Poor Work Environment,7,Occasionally,1,Yes,6,Yes
HCP-00328,Medical Assistant,Outpatient Services,Poor Work Environment,6,Never,4,Yes,6,Yes
HCP-00329,Physician (General),General Practice,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-00330,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-00331,Pediatric Nurse,Pediatrics,Heavy Workload,9,Never,2,Yes,9,Yes
HCP-00332,Healthcare Administrator,Administration,Career Stagnation,5,Often,3,No,10,No
HCP-00333,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,6,No
HCP-00334,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,11,No
HCP-00335,Registered Nurse,General Medicine,Unclear Job Expectations,4,Occasionally,4,Yes,4,Yes
HCP-00336,Registered Nurse,General Medicine,Career Stagnation,5,Occasionally,3,Yes,4,No
HCP-00337,Radiology Technician,Radiology,Safety Concerns,7,Never,4,No,11,No
HCP-00338,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,1,No,6,Yes
HCP-00339,Physician (General),General Practice,Safety Concerns,8,Often,2,Yes,10,Yes
HCP-00340,Registered Nurse,General Medicine,Heavy Workload,9,Never,5,No,12,Yes
HCP-00341,Physician (Specialist),Specialty Care,Heavy Workload,7,Often,3,Yes,5,Yes
HCP-00342,Physician (General),General Practice,Safety Concerns,8,Occasionally,1,No,15,Yes
HCP-00343,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,2,Yes,7,Yes
HCP-00344,Physician (General),General Practice,Heavy Workload,9,Never,1,No,8,Yes
HCP-00345,Pediatric Nurse,Pediatrics,Work-Life Imbalance,9,Often,2,Yes,11,Yes
HCP-00346,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-00347,Medical Assistant,Outpatient Services,Poor Work Environment,7,Occasionally,2,Yes,3,Yes
HCP-00348,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,7,No
HCP-00349,Pediatric Nurse,Pediatrics,Heavy Workload,8,Occasionally,4,Yes,8,No
HCP-00350,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,3,Yes
HCP-00351,Physician (Specialist),Specialty Care,Heavy Workload,8,Never,2,Yes,8,Yes
HCP-00352,Radiology Technician,Radiology,Heavy Workload,9,Often,1,No,11,Yes
HCP-00353,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,2,Yes,4,Yes
HCP-00354,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,11,No
HCP-00355,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,4,Yes,8,No
HCP-00356,Medical Assistant,Outpatient Services,Heavy Workload,7,Often,3,Yes,4,Yes
HCP-00357,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,10,Yes
HCP-00358,Medical Assistant,Outpatient Services,Career Stagnation,4,Often,3,Yes,5,No
HCP-00359,Laboratory Technician,Laboratory,Career Stagnation,4,Never,3,Yes,3,No
HCP-00360,Medical Assistant,Outpatient Services,Heavy Workload,9,Occasionally,1,Yes,8,Yes
HCP-00361,Pediatric Nurse,Pediatrics,Emotional Demands,8,Often,3,Yes,9,Yes
HCP-00362,Medical Assistant,Outpatient Services,Poor Work Environment,8,Never,2,Yes,7,Yes
HCP-00363,Physician (General),General Practice,Work-Life Imbalance,9,Occasionally,2,Yes,5,Yes
HCP-00364,Physician (Specialist),Specialty Care,Heavy Workload,9,Never,5,No,12,Yes
HCP-00365,Laboratory Technician,Laboratory,Poor Work Environment,6,Often,1,No,5,Yes
HCP-00366,Pediatric Nurse,Pediatrics,Work-Life Imbalance,8,Never,4,No,8,Yes
HCP-00367,Laboratory Technician,Laboratory,Poor Work Environment,8,Often,3,No,14,Yes
HCP-00368,Radiology Technician,Radiology,Safety Concerns,8,Often,2,Yes,7,Yes
HCP-00369,Registered Nurse,General Medicine,Poor Work Environment,7,Never,1,Yes,7,Yes
HCP-00370,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,12,Yes
HCP-00371,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,Yes,9,Yes
HCP-00372,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,8,Yes
HCP-00373,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-00374,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,2,Yes,7,Yes
HCP-00375,Registered Nurse,General Medicine,Heavy Workload,9,Never,2,Yes,9,Yes
HCP-00376,Critical Care Nurse,ICU,Poor Work Environment,7,Occasionally,3,No,9,Yes
HCP-00377,Healthcare Administrator,Administration,Poor Work Environment,6,Often,2,No,15,Yes
HCP-00378,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,No,6,No
HCP-00379,Healthcare Administrator,Administration,Job Insecurity,7,Often,1,Yes,8,Yes
HCP-00380,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,3,Yes,11,Yes
HCP-00381,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-00382,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,2,No,7,Yes
HCP-00383,Medical Assistant,Outpatient Services,Poor Work Environment,6,Never,2,Yes,9,Yes
HCP-00384,Radiology Technician,Radiology,Safety Concerns,9,Often,1,Yes,4,Yes
HCP-00385,Nursing Assistant,Assisted Living,Emotional Demands,8,Often,2,Yes,6,Yes
HCP-00386,Healthcare Administrator,Administration,Poor Work Environment,6,Occasionally,2,Yes,8,Yes
HCP-00387,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,4,Yes,6,No
HCP-00388,Registered Nurse,General Medicine,Unclear Job Expectations,6,Occasionally,3,Yes,9,Yes
HCP-00389,Healthcare Administrator,Administration,Poor Work Environment,8,Often,2,Yes,4,Yes
HCP-00390,Healthcare Administrator,Administration,Job Insecurity,7,Often,1,No,5,Yes
HCP-00391,Laboratory Technician,Laboratory,Safety Concerns,9,Occasionally,2,Yes,7,Yes
HCP-00392,Physician (General),General Practice,Work-Life Imbalance,8,Often,1,Yes,8,Yes
HCP-00393,Pediatric Nurse,Pediatrics,Unclear Job Expectations,5,Never,3,Yes,4,No
HCP-00394,Healthcare Administrator,Administration,Poor Work Environment,7,Often,3,No,7,Yes
HCP-00395,Critical Care Nurse,ICU,Poor Work Environment,6,Often,1,Yes,8,Yes
HCP-00396,Laboratory Technician,Laboratory,Safety Concerns,9,Often,1,Yes,12,Yes
HCP-00397,Radiology Technician,Radiology,Safety Concerns,8,Occasionally,1,Yes,7,No
HCP-00398,Physician (General),General Practice,Heavy Workload,9,Often,1,Yes,5,No
HCP-00399,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,4,No,0,No
HCP-00400,Healthcare Administrator,Administration,Job Insecurity,6,Occasionally,3,No,8,No
HCP-00401,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,8,No
HCP-00402,Radiology Technician,Radiology,Heavy Workload,8,Occasionally,2,Yes,8,Yes
HCP-00403,Physician (Specialist),Specialty Care,Heavy Workload,7,Often,3,Yes,6,No
HCP-00404,Healthcare Administrator,Administration,Career Stagnation,4,Never,4,Yes,2,Yes
HCP-00405,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,No,12,Yes
HCP-00406,Radiology Technician,Radiology,Career Stagnation,4,Never,3,Yes,7,Yes
HCP-00407,Pediatric Nurse,Pediatrics,Work-Life Imbalance,7,Often,3,Yes,2,No
HCP-00408,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,No,9,Yes
HCP-00409,Radiology Technician,Radiology,Safety Concerns,8,Occasionally,2,Yes,6,Yes
HCP-00410,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,2,Yes,4,No
HCP-00411,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,Yes,6,No
HCP-00412,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,Yes,9,Yes
HCP-00413,Laboratory Technician,Laboratory,Career Stagnation,4,Occasionally,3,No,7,No
HCP-00414,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,3,Yes,8,No
HCP-00415,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,2,Yes,8,No
HCP-00416,Physician (General),General Practice,Heavy Workload,9,Often,1,Yes,5,Yes
HCP-00417,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,3,Yes,8,Yes
HCP-00418,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,4,No,4,No
HCP-00419,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,5,No
HCP-00420,Healthcare Administrator,Administration,Career Stagnation,5,Never,3,No,8,No
HCP-00421,Healthcare Administrator,Administration,Career Stagnation,4,Never,3,No,6,No
HCP-00422,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,4,No,7,No
HCP-00423,Registered Nurse,General Medicine,Unclear Job Expectations,5,Never,4,No,5,Yes
HCP-00424,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,2,Yes,8,Yes
HCP-00425,Registered Nurse,General Medicine,Heavy Workload,9,Often,3,No,9,No
HCP-00426,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,11,Yes
HCP-00427,Physician (General),General Practice,Safety Concerns,8,Often,2,Yes,8,Yes
HCP-00428,Radiology Technician,Radiology,Safety Concerns,9,Never,1,Yes,8,No
HCP-00429,Pediatric Nurse,Pediatrics,Emotional Demands,6,Often,1,Yes,6,Yes
HCP-00430,Registered Nurse,General Medicine,Poor Work Environment,8,Occasionally,1,Yes,7,No
HCP-00431,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,4,Yes,9,Yes
HCP-00432,Healthcare Administrator,Administration,Career Stagnation,4,Often,2,Yes,4,Yes
HCP-00433,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,2,Yes,8,Yes
HCP-00434,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,7,No
HCP-00435,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,13,Yes
HCP-00436,Nursing Assistant,Assisted Living,Emotional Demands,6,Never,4,Yes,7,No
HCP-00437,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,7,Yes
HCP-00438,Healthcare Administrator,Administration,Job Insecurity,6,Never,4,Yes,3,No
HCP-00439,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,6,Yes
HCP-00440,Registered Nurse,General Medicine,Work-Life Imbalance,8,Never,1,Yes,7,Yes
HCP-00441,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,11,Yes
HCP-00442,Laboratory Technician,Laboratory,Safety Concerns,9,Occasionally,1,Yes,8,Yes
HCP-00443,Pediatric Nurse,Pediatrics,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-00444,Pediatric Nurse,Pediatrics,Work-Life Imbalance,9,Often,2,Yes,5,Yes
HCP-00445,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,2,No,10,No
HCP-00446,Laboratory Technician,Laboratory,Safety Concerns,9,Occasionally,2,Yes,10,Yes
HCP-00447,Laboratory Technician,Laboratory,Safety Concerns,8,Often,1,No,12,Yes
HCP-00448,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,1,No,11,Yes
HCP-00449,Pediatric Nurse,Pediatrics,Emotional Demands,7,Occasionally,3,Yes,6,No
HCP-00450,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,4,No,11,Yes
HCP-00451,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,4,No,11,No
HCP-00452,Medical Assistant,Outpatient Services,Poor Work Environment,8,Occasionally,4,Yes,8,No
HCP-00453,Physician (General),General Practice,Heavy Workload,9,Often,2,Yes,10,Yes
HCP-00454,Radiology Technician,Radiology,Poor Work Environment,8,Often,2,Yes,9,Yes
HCP-00455,Registered Nurse,General Medicine,Poor Work Environment,8,Occasionally,2,Yes,9,Yes
HCP-00456,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,3,Yes,6,No
HCP-00457,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,No,9,Yes
HCP-00458,Physician (General),General Practice,Heavy Workload,8,Never,2,No,12,No
HCP-00459,Registered Nurse,General Medicine,Unclear Job Expectations,4,Occasionally,3,Yes,5,Yes
HCP-00460,Registered Nurse,General Medicine,Unclear Job Expectations,5,Occasionally,3,No,10,No
HCP-00461,Registered Nurse,General Medicine,Work-Life Imbalance,8,Occasionally,2,No,11,Yes
HCP-00462,Medical Assistant,Outpatient Services,Poor Work Environment,7,Often,1,Yes,8,Yes
HCP-00463,Nursing Assistant,Assisted Living,Heavy Workload,9,Occasionally,2,Yes,8,Yes
HCP-00464,Medical Assistant,Outpatient Services,Poor Work Environment,8,Occasionally,1,Yes,6,Yes
HCP-00465,Laboratory Technician,Laboratory,Safety Concerns,7,Often,3,No,11,Yes
HCP-00466,Pediatric Nurse,Pediatrics,Emotional Demands,6,Occasionally,1,No,6,Yes
HCP-00467,Critical Care Nurse,ICU,Poor Work Environment,7,Often,1,Yes,6,Yes
HCP-00468,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,4,Yes,6,No
HCP-00469,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,2,No,14,Yes
HCP-00470,Laboratory Technician,Laboratory,Safety Concerns,8,Often,1,No,10,Yes
HCP-00471,Registered Nurse,General Medicine,Poor Work Environment,7,Never,3,Yes,6,Yes
HCP-00472,Laboratory Technician,Laboratory,Safety Concerns,9,Often,1,Yes,8,Yes
HCP-00473,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,13,Yes
HCP-00474,Radiology Technician,Radiology,Career Stagnation,4,Never,2,Yes,3,Yes
HCP-00475,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,6,Yes
HCP-00476,Laboratory Technician,Laboratory,Safety Concerns,8,Never,4,No,13,No
HCP-00477,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-00478,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,3,No,7,No
HCP-00479,Laboratory Technician,Laboratory,Career Stagnation,4,Often,1,Yes,4,Yes
HCP-00480,Physician (Specialist),Specialty Care,Poor Work Environment,7,Never,3,Yes,8,Yes
HCP-00481,Medical Assistant,Outpatient Services,Work-Life Imbalance,7,Occasionally,4,Yes,4,Yes
HCP-00482,Nursing Assistant,Assisted Living,Heavy Workload,9,Occasionally,1,Yes,8,Yes
HCP-00483,Physician (General),General Practice,Heavy Workload,9,Often,2,Yes,8,Yes
HCP-00484,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-00485,Medical Assistant,Outpatient Services,Heavy Workload,7,Often,3,Yes,8,No
HCP-00486,Radiology Technician,Radiology,Heavy Workload,9,Often,1,No,9,Yes
HCP-00487,Registered Nurse,General Medicine,Heavy Workload,7,Often,1,Yes,4,Yes
HCP-00488,Critical Care Nurse,ICU,Heavy Workload,9,Never,4,Yes,11,Yes
HCP-00489,Laboratory Technician,Laboratory,Poor Work Environment,7,Occasionally,3,Yes,4,No
HCP-00490,Radiology Technician,Radiology,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-00491,Physician (General),General Practice,Heavy Workload,8,Often,3,Yes,7,Yes
HCP-00492,Medical Assistant,Outpatient Services,Heavy Workload,7,Never,1,Yes,7,Yes
HCP-00493,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,No,14,Yes
HCP-00494,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,13,No
HCP-00495,Physician (General),General Practice,Heavy Workload,9,Occasionally,2,Yes,5,Yes
HCP-00496,Pediatric Nurse,Pediatrics,Heavy Workload,7,Often,3,Yes,8,Yes
HCP-00497,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,1,Yes,7,Yes
HCP-00498,Registered Nurse,General Medicine,Work-Life Imbalance,8,Never,1,Yes,10,Yes
HCP-00499,Laboratory Technician,Laboratory,Poor Work Environment,6,Never,4,No,10,Yes
HCP-00500,Laboratory Technician,Laboratory,Poor Work Environment,6,Often,1,Yes,8,Yes
HCP-00501,Nursing Assistant,Assisted Living,Emotional Demands,6,Often,2,Yes,6,Yes
HCP-00502,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,2,Yes,4,Yes
HCP-00503,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,1,No,13,Yes
HCP-00504,Healthcare Administrator,Administration,Career Stagnation,4,Often,2,Yes,4,Yes
HCP-00505,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-00506,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-00507,Radiology Technician,Radiology,Poor Work Environment,7,Often,2,No,12,No
HCP-00508,Healthcare Administrator,Administration,Career Stagnation,5,Never,3,Yes,8,Yes
HCP-00509,Laboratory Technician,Laboratory,Safety Concerns,9,Often,1,Yes,6,Yes
HCP-00510,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,1,No,11,Yes
HCP-00511,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,1,Yes,5,Yes
HCP-00512,Physician (General),General Practice,Safety Concerns,8,Often,2,Yes,5,Yes
HCP-00513,Laboratory Technician,Laboratory,Career Stagnation,4,Occasionally,4,Yes,4,Yes
HCP-00514,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,3,No,3,No
HCP-00515,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,5,No
HCP-00516,Registered Nurse,General Medicine,Poor Work Environment,7,Never,3,Yes,5,No
HCP-00517,Pediatric Nurse,Pediatrics,Unclear Job Expectations,5,Never,3,No,3,No
HCP-00518,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,4,Yes,5,No
HCP-00519,Laboratory Technician,Laboratory,Safety Concerns,9,Often,3,Yes,6,No
HCP-00520,Registered Nurse,General Medicine,Poor Work Environment,8,Often,2,No,8,Yes
HCP-00521,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Never,2,Yes,6,No
HCP-00522,Pediatric Nurse,Pediatrics,Emotional Demands,7,Often,2,Yes,7,Yes
HCP-00523,Laboratory Technician,Laboratory,Poor Work Environment,8,Occasionally,1,Yes,9,No
HCP-00524,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,4,Yes,4,Yes
HCP-00525,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,4,No,8,Yes
HCP-00526,Physician (General),General Practice,Heavy Workload,9,Occasionally,1,Yes,8,Yes
HCP-00527,Physician (General),General Practice,Work-Life Imbalance,8,Often,3,Yes,6,Yes
HCP-00528,Critical Care Nurse,ICU,Heavy Workload,7,Often,3,No,6,Yes
